,raceid,label,start,end
34851,2023112700102,T001FR,6665,7160
34853,2023112700102,T001FRV,7165,7240
34858,2022082400102,T001FRV,7555,8195
34859,2022011600105,T001DRONE,25290,25805
34864,2024010700101,T001FR,7850,7870
34866,2024010700101,T001FR,7885,8290
34873,2022122400101,T001FR,5770,5895
34878,2022122400101,T001DRONE,5905,6255
34882,2021112900105,T001FRV,7465,7465
34884,2023020200103,T001FL,7185,7220
34886,2023020200103,T001FRV,8185,8430
34890,2021112900105,T001FRV,7575,8085
34895,2022052400103,T001FRV,11450,12180
34900,2021120100102,T001FR,23685,23710
34901,2021120100102,T001FRV,24595,24880
34903,2023053000101,T001FRV,6545,7100
34907,2023062000102,T001FRV,9615,10270
34908,2021051400102,T001FRV,11145,11830
34911,2022022200106,T001FRV,12760,13415
34915,2022022200106,T001FRV,10655,11215
34919,2022020900107,T001FRV,6975,7680
34920,2022020900107,T001FRV,7915,8120
34921,2022022200106,T001FRV,12060,12285
34924,2022022200106,T001FRV,12885,13035
34925,2022052700106,T001FRV,6385,6480
34926,2022052700106,T001FR,6640,7140
34930,2023121100104,T001FRV,6370,7270
34934,2023110200106,T001LEFT,6280,6630
34935,2022090300108,T001FRV,12940,13405
34936,2023110200106,T001FRV,6635,6735
34940,2023110200106,T001LEFT,6740,6760
34941,2022111200104,T001FRV,8835,9600
34945,2022111200104,T001FRV,6595,6660
34946,2023021100107,T001FRV,5905,6605
34948,2021101500103,T001FRV,7470,8055
34952,2022111200104,T001FRV,6865,7390
34958,2021090400102,T001FRV,7345,7695
34959,2021090400102,T001DRONE,7705,7845
34965,2021092100107,T001FR,8340,8810
34969,2021092100107,T001FRV,6660,7010
34970,2021092100107,T001FR,7015,7415
34975,2023083000103,T001FRV,6070,6255
34977,2023083000103,T001FRV,6350,6805
34983,2024021100105,T001FRV,9405,9515
34984,2024021100105,T001DRONE,9535,9875
34986,2024021100105,T001FRV,10205,10270
34988,2022111200104,T001FRV,8470,9080
34991,2022120100103,T001FRV,9910,10120
34992,2022120100103,T001FR,10125,10470
34995,2022120100103,T001FRV,10475,10510
35001,2024021800108,T001LEFT,7460,7745
35002,2024021800108,T001FRV,7750,8285
35013,2021123000106,T001FRV,22185,22345
35015,2024021800108,T001LEFT,6010,6310
35018,2024021800108,T001FRV,6315,6815
35024,2024011200107,T001FRV,5865,6850
35032,2024011200107,T001FLV,9415,9475
35034,2024011200107,T001FRV,9740,10100
35036,2024011200107,T001FRV,10105,10235
35040,2022100700101,T001FRV,10540,11310
35048,2023010700104,T001LEFT,8100,8230
35052,2023010700104,T001FRV,5570,5760
35067,2021122500103,T001LEFT,9105,9320
35071,2024021100107,T001DRONE,14995,15340
35075,2023021300102,T001FRV,10075,10645
35081,2023021300102,T001FRV,9345,10320
35087,2023021300102,T001FRV,5910,7165
35094,2023021200108,T001FRV,5680,6495
35095,2023021300102,T001FRV,5655,6130
35097,2023021200108,T001FRV,7660,8160
35099,2021061100105,T001FRV,8830,9675
35103,2022052400104,T001FL,9615,10350
35110,2022010900105,T001FR,12075,12730
35120,2023112000102,T001FRV,6480,6960
35128,2023011900101,T001FRV,6370,7005
35132,2023122300101,T001FR,7395,7745
35142,2024010200108,T001FR,7080,7605
35143,2024010200108,T001FRV,7610,7760
35148,2023010900102,T001FRV,7125,7465
35150,2023010900102,T001FRV,7470,7490
35155,2022120800108,T001FRV,6000,6650
35160,2022122100107,T001FR,16495,17125
35170,2022122100107,T001FRV,15200,15875
35171,2022122100107,T001FRV,16295,16720
35180,2024010600107,T001FR,5785,6105
35181,2024010600107,T001FRV,6110,6470
35185,2024010600107,T001FR,6475,6535
35193,2022050700109,T001FRV,16335,16925
35196,2022050700109,T001LEFT,16105,16330
35205,2021092600106,T001FRV,13830,14115
35208,2021092600106,T001FRV,13925,14115
35210,2021092600106,T001FRV,14250,14555
35214,2023102700101,T001FRV,8045,8665
35218,2023102700101,T001FRV,6275,7010
35219,2023102700101,T001FRV,7290,7620
35221,2023102700101,T001FRV,7795,8255
35227,2022112600101,T001FRV,5360,5990
35235,2022040900105,T001LEFT,9955,10065
35236,2022040900105,T001FRV,10070,10705
35259,2021102600102,T001FRV,11520,11945
35268,2021102600102,T001FRV,11715,12530
35281,2022121500102,T001FRV,6190,6315
35286,2023062500102,T001FRV,5885,5990
35287,2023062500102,T001LEFT,5995,6180
35288,2023062500102,T001FRV,6185,6215
35296,2022022100101,T001FRV,7760,8260
35302,2024021600106,T001LEFT,5895,6075
35303,2024021600106,T001FRV,6080,6675
35307,2022050700107,T001FRV,10490,11195
35308,2022050700107,T001FRV,12010,12120
35312,2022050700107,T001FRV,9355,9825
35313,2022050700107,T001FRV,10110,10740
35318,2022050700107,T001FRV,9355,9365
35322,2022021300106,T001FRV,8175,8440
35323,2022021300106,T001DRONE,8445,8515
35324,2022021300106,T001FRV,8525,8665
35325,2023090900106,T001FRV,6725,7300
35329,2021121400105,T001LEFT,10265,10305
35330,2021121400105,T001FRV,10840,10855
35335,2022111000102,T001FRV,7540,7850
35348,2022030200105,T001FR,7915,8140
35349,2022030200105,T001FR,8290,8840
35353,2023060200106,T001FRV,8615,9260
35354,2021101900103,T001FRV,7310,7510
35359,2023060200106,T001FRV,7240,7605
35368,2023060200106,T001FRV,7150,7485
35372,2022022200103,T001FRV,6960,7450
35373,2022022200103,T001FRV,7455,7505
35379,2021122200105,T001FRV,11865,12155
35394,2022051800106,T001FRV,28005,28150
35412,2021091100102,T001FRV,10455,11020
35416,2022101800106,T001FRV,13850,14005
35423,2022082400101,T001FRV,6550,7210
35433,2021122500105,T001FR,8580,9065
35443,2021122500105,T001FR,6900,7285
35451,2021122500105,T001FR,8580,8685
35464,2022120700107,T001FRV,10125,10610
35465,2022120700107,T001FRV,11055,11535
35466,2022120700107,T001FRV,11785,12180
35467,2022120700107,T001FRV,12465,13080
35488,2022113000103,T001FRV,9135,9455
35491,2022091000104,T001FRV,5345,5850
35550,2023110700108,T001FRV,9300,9970
35551,2023110700108,T001FRV,10635,11140
35552,2023110700108,T001FRV,11530,12100
35555,2023110700108,T001FRV,12405,13555
35559,2021090100102,T001LEFT,12965,13170
35560,2021090100102,T001FRV,13175,13910
35566,2022050600102,T001FRV,6160,7020
35573,2023022600109,T001FRV,6175,6780
35576,2023020500101,T001FRV,5985,6540
35582,2021112100101,T001FL,15715,15725
35587,2021061800103,T001FL,6730,7140
35588,2023051900101,T001FRV,5935,6680
35589,2023051900101,T001FRV,7160,8100
35590,2021120400103,T001FRV,7055,7830
35593,2021120400103,T001FRV,8755,9685
35595,2022102800102,T001FL,5315,5665
35597,2023120600104,T001FRV,9490,9945
35604,2022022200108,T001FR,10025,10125
35607,2021060400101,T001FRV,6935,7410
35608,2021060400101,T001FRV,7965,7975
35612,2022110400102,T001FRV,8260,8565
35615,2022022100106,T001BACK,9815,10060
35620,2022010800101,T001FRV,8105,8650
35621,2022010800101,T001FRV,9320,10160
35625,2021052800103,T001FRV,9525,10070
35629,2021091700105,T001FRV,7690,8395
35632,2021091700105,T001FRV,8705,8945
35635,2023011800108,T001FRV,8095,8455
35637,2023010700104,T001FRV,6765,7210
35640,2023010700104,T001FRV,7745,8090
35646,2024022300108,T001FRV,6090,6140
35648,2024022300108,T001FRV,6870,6970
35663,2022040100102,T001FRV,9295,9580
35676,2022101800107,T001FRV,13185,13250
35682,2021052800103,T001LEFT,8285,8700
35683,2022041900105,T001FRV,13470,13520
35684,2021052800103,T001BACK,8710,9075
35686,2021052800103,T001FRV,9520,9720
35687,2023022400101,T001FRV,8320,8975
35689,2023111300108,T001FRV,7145,7480
35690,2022102100102,T001FRV,5705,6560
35694,2023020400103,T001FRV,10290,10730
35697,2024020400101,T001FRV,6210,6330
35698,2024020400101,T001FRV,6445,7000
35714,2022093000102,T001FRV,6300,6675
35716,2022101800105,T001RIGHT,12500,12620
35720,2022101800105,T001FRV,9835,10205
35721,2021051100108,T001FRV,26500,27075
35723,2022101800105,T001LEFT,10210,10385
35728,2022101800105,T001FRV,10390,11050
35733,2022112400107,T001FRV,5730,6245
35737,2021090100102,T001FRV,11770,12435
35740,2021090100102,T001FRV,8525,9055
35747,2024012200103,T001FRV,6250,6720
35748,2022101800105,T001FRV,10805,11170
35749,2021092800108,T001BACK,18725,18975
35750,2022101800105,T001LEFT,11175,11275
35751,2021092800108,T001FR,19000,19380
35756,2022101800105,T001FRV,11810,11995
35757,2021092800108,T001FR,16185,16630
35766,2024020400104,T001FRV,6540,7165
35771,2022012700102,T001FRV,6675,7105
35772,2024020400104,T001FRV,7435,7735
35776,2024020400104,T001FR,7870,7995
35777,2021121200104,T001DRONE,9045,9255
35778,2023122000101,T001FRV,8420,8505
35782,2021121200104,T001DRONE,8560,8770
35783,2023120600104,T001FRV,7985,8345
35785,2022110700105,T001FRV,8375,8490
35786,2022110700105,T001FRV,4425,4840
35791,2022110700105,T001FRV,5260,5355
35792,2022110700105,T001FRV,6505,6795
35796,2021111300108,T001FRV,16815,16970
35800,2022062800102,T001FRV,18320,18475
35801,2022062800102,T001FRV,18600,19010
35805,2021111300108,T001FRV,14400,14585
35806,2023120200108,T001FRV,6815,7355
35810,2021042000101,T001FRV,10265,10725
35811,2021042000101,T001FRV,10930,11645
35814,2021042000101,T001FRV,11370,11950
35815,2021042000101,T001FRV,12530,13735
35816,2021042000101,T001FLV,20440,20885
35818,2021042000101,T001FRV,11370,13945
35821,2021042000101,T001FRV,19170,19850
35824,2021042000101,T001FRV,20445,20555
35825,2021042000101,T001FRV,16050,16420
35827,2021042000101,T001FRV,16760,16900
35828,2021042000101,T001FRV,18800,19465
35830,2021062200107,T001FRV,31040,31535
35840,2023120200109,T001FRV,10375,10425
35842,2023120200109,T001FRV,9265,9400
35846,2023050900108,T001FRV,6295,6895
35850,2023062000103,T001FRV,5790,5850
35852,2023062000103,T001FRV,6195,6280
35854,2023112500108,T001FRV,7250,7420
35855,2023112500108,T001FRV,7655,7775
35859,2023120800107,T001FRV,8195,8735
35861,2021111200102,T001FRV,13915,14640
35864,2023020300103,T001FRV,8520,9080
35865,2021092600109,T001FR,6845,7185
35866,2023101300104,T001FR,6980,7100
35871,2022121700101,T001FRV,16295,16460
35872,2022121700101,T001BACK,16560,16755
35873,2022121700101,T001FRV,16830,16850
35876,2023010500107,T001FRV,6905,7345
35881,2022120400109,T001FRV,5560,5960
35885,2021120500103,T001FRV,7585,8290
35886,2023112900101,T001FR,7215,7260
35888,2023021600108,T001FRV,5900,6460
35891,2023021600108,T001FRV,6785,6980
35895,2021123100110,T001FRV,13835,14445
35902,2021123100110,T001FRV,12125,13005
35907,2021123100110,T001FRV,14150,15225
35917,2023122900101,T001BACK,9465,9780
35918,2023122900101,T001FR,10010,10095
35922,2023050600105,T001FRV,7825,8475
35925,2023122900101,T001FR,6630,7380
35928,2023122900101,T001FRV,7385,7630
35935,2023122900101,T001BACK,9325,9470
35936,2023010500107,T001FRV,5890,6450
35942,2023010500107,T001FRV,6970,7070
35948,2023082600106,T001FRV,6655,6885
35954,2023082600106,T001FRV,10690,11070
35961,2023082600106,T001FRV,11585,11710
35963,2023082600106,T001FRV,7695,7885
35965,2023082600106,T001FRV,8480,8555
35969,2021052800104,T001FLV,11870,12230
35971,2021052800104,T001LEFT,12245,12455
35972,2021052800104,T001FRV,12460,12660
35988,2022120400104,T001FRV,11345,11845
35995,2024011800108,T001FRV,6305,6965
35999,2024011800108,T001FRV,7555,7780
36004,2023102000104,T001FRV,11755,12155
36006,2022022400101,T001FRV,8780,8830
36011,2022022000106,T001FRV,10205,10370
36015,2023101000108,T001RIGHT,7990,9175
36020,2022032600107,T001FRV,16480,16630
36178,2023010800108,T001FRV,12255,12830
36179,2023010800108,T001FRV,13040,13200
36180,2021060100102,T001LEFT,7775,7920
36181,2021060100102,T001FRV,7925,8220
36185,2021060100102,T001FRV,7550,7660
36186,2023123000105,T001LEFT,6420,6675
36187,2023123000105,T001FRV,6680,7290
36196,2021120200103,T001FR,17290,17730
36197,2021120200103,T001FR,17735,17840
36211,2021120200103,T001FR,11480,12100
36223,2021120200103,T001FR,12310,12430
36224,2021120200103,T001LEFT,12435,12585
36248,2022112900103,T001FRV,5460,5980
36251,2023120500108,T001BACK,15760,15925
36260,2021112300108,T001FR,16695,16885
36264,2021112300108,T001FR,16890,17295
36266,2023101000108,T001FR,7455,7795
36270,2022122500104,T001FRV,9710,10380
36271,2021112300108,T001FR,17300,17350
36274,2023110200107,T001FRV,6685,7160
36276,2022111000102,T001FRV,6515,6685
36278,2022010300105,T001FRV,7860,8755
36281,2021110500105,T001FRV,7105,7205
36289,2023011900106,T001FR,11030,11180
36290,2022010300105,T001FRV,7170,7575
36291,2023011900106,T001FR,12145,12260
36295,2022121100104,T001FRV,6945,7140
36296,2022121100104,T001DRONE,7250,7580
36299,2022010300105,T001FRV,7860,7875
36300,2022121100104,T001FRV,7595,7760
36307,2023092400103,T001FR,7215,7555
36309,2023092400103,T001FR,7625,7810
36311,2023011500108,T001FRV,7795,8010
36315,2021121100107,T001FRV,18650,19585
36318,2023011300103,T001FR,8360,8805
36321,2021112700108,T001FRV,7620,7985
36323,2022061000106,T001FRV,12455,13100
36326,2022061000106,T001FRV,13640,13835
36328,2021121100107,T001FRV,17665,17890
36330,2021121100107,T001FRV,18065,18505
36331,2021121100107,T001FRV,18650,18795
36336,2021121100107,T001FRV,15820,16970
36341,2023050600105,T001FRV,9000,9540
36343,2023050600105,T001FRV,9995,10245
36354,2022110700105,T001FRV,7440,7880
36355,2022110700105,T001FRV,8125,8235
36356,2022110700105,T001FRV,8390,8490
36357,2021121100102,T001FR,6795,7160
36361,2021121100102,T001FR,7685,7810
36363,2022111700105,T001FRV,6165,6845
36364,2022111700105,T001FRV,7310,7570
36367,2021092300101,T001FRV,9245,9700
36372,2023010700104,T001FRV,6760,6845
36373,2021042000101,T001FRV,10935,11645
36380,2021092600101,T001FRV,12880,13100
36384,2021121100107,T001FRV,14500,15105
36386,2023121400103,T001FRV,8150,8300
36388,2023110600108,T001FRV,8675,9395
36391,2024010600107,T001BACK,5705,5780
36393,2021121100107,T001FRV,19350,20160
36396,2022051800106,T001FRV,26565,27185
36405,2023022600108,T001FRV,0,10430
36406,2023022600108,T001FRV,9750,10430
36408,2022011100102,T001FR,6730,7110
36409,2022011100102,T001FR,7115,7135
36413,2023060900103,T001FRV,7190,7495
36418,2023011400106,T001FRV,10210,10855
36423,2021050400105,T001FRV,16185,16600
36424,2021050400105,T001FRV,16340,16600
36425,2021090400104,T001FR,7305,7315
36427,2021090400104,T001FR,7575,7675
36428,2021050400105,T001FRV,16835,17140
36433,2022020700107,T001FRV,8035,8480
36434,2022111500105,T001FR,6930,7175
36439,2022111500101,T001FRV,13495,14005
36442,2023122900101,T001BACK,8295,8770
36450,2023122600108,T001FR,5895,6505
36451,2023122600108,T001FR,6510,6730
36454,2022012100106,T001FRV,7450,7575
36456,2023111300101,T001FRV,11395,11750
36457,2022111700101,T001FLV,5935,6085
36458,2022111700101,T001FRV,6090,6515
36465,2022010400103,T001FRV,16160,16720
36466,2022010400103,T001FRV,15500,16015
36467,2023092200101,T001FRV,6035,6765
36469,2021091700105,T001FRV,10575,11120
36470,2021091700105,T001FRV,11750,11885
36473,2023050600101,T001FRV,8605,9190
36481,2023050600101,T001FRV,6135,6510
36484,2023050600101,T001FRV,6040,6335
36485,2021111900106,T001FR,6745,7180
36490,2022120400108,T001FRV,5950,6530
36501,2022011400101,T001FRV,6930,7730
36510,2022102900108,T001FRV,7035,8325
36517,2022102900108,T001FRV,8780,9595
36524,2022102900108,T001FRV,8080,9015
36528,2022102900108,T001LEFT,9370,9600
36529,2022102900108,T001FRV,9605,9835
36530,2022102900108,T001FRV,10310,10465
36532,2022102900108,T001FRV,10775,11240
36535,2022102900108,T001FRV,11695,12390
36540,2022102900108,T001FRV,6860,7240
36545,2022102900108,T001FRV,13035,13120
36551,2021041700104,T001FRV,13055,14715
36556,2021041700104,T001FRV,15265,15790
36557,2021041700104,T001FRV,18095,18705
36561,2021041700104,T001FRV,16120,16855
36566,2021041700104,T001FRV,17885,18365
36567,2021041700104,T001FRV,10910,11220
36571,2021041700104,T001FRV,13050,13350
36572,2023022600101,T001FRV,6825,7315
36576,2023022600101,T001FRV,5890,6430
36579,2023011400107,T001FRV,11360,12030
36587,2023011400107,T001FRV,8885,9505
36592,2023011400107,T001FRV,10115,10400
36595,2023011400107,T001FRV,10570,10730
36596,2023011400107,T001FRV,11185,11605
36597,2023092600107,T001FRV,8010,8985
36600,2024012200104,T001FRV,6445,6815
36604,2022112600109,T001LEFT,11745,11890
36606,2022112600109,T001FR,11965,12335
36615,2021121900104,T001FRV,9865,10095
36616,2021121900104,T001FRV,10480,10625
36620,2023120500108,T001BACK,18665,18795
36627,2021121900104,T001FRV,12310,12470
36634,2023120500108,T001BACK,20435,20440
36638,2022122400109,T001FR,10045,10155
36646,2021121900104,T001FRV,12370,12610
36649,2021062900101,T001FRV,32645,32955
36652,2021062900101,T001FRV,32700,33295
36657,2024010200104,T001FR,9550,10090
36660,2021121900104,T001FRV,13995,14205
36661,2021112500103,T001LEFT,11085,11245
36662,2021112500103,T001FRV,11250,11535
36664,2021121900104,T001FRV,14210,14690
36667,2021121900104,T001FRV,14695,14775
36670,2023092400109,T001FRV,6620,7055
36679,2023022600106,T001FRV,8570,9310
36684,2023022600106,T001FRV,5650,6275
36689,2022082700106,T001FRV,20900,21495
36692,2022082700106,T001FRV,21200,21970
36693,2023022600106,T001FLV,7550,7725
36696,2023022600106,T001FLV,7700,7765
36697,2023022600106,T001FRV,7775,8255
36701,2023022600106,T001FRV,8755,8780
36703,2024011300108,T001FRV,7770,8745
36704,2024011300108,T001FRV,6810,6970
36706,2024011300108,T001FRV,7105,7425
36712,2024011300108,T001FRV,10380,10800
36715,2024011300108,T001FRV,9900,10155
36725,2024011300108,T001FRV,10000,10155
36727,2024011300108,T001FRV,9580,9740
36728,2023021200101,T001FRV,5650,5940
36741,2022062600106,T001DRONE,6240,6935
36754,2023120600107,T001FRV,7170,8090
36760,2023120600107,T001FRV,9640,10045
36772,2023120600107,T001FRV,9835,10470
36776,2022061100107,T001FR,6645,6715
36779,2022061100107,T001FR,6940,7060
36785,2023011800101,T001FRV,11260,11655
36787,2023011800101,T001FRV,11410,11980
36795,2023011800101,T001FRV,10770,11505
36800,2023121400105,T001FRV,6200,6790
36805,2023121400105,T001FRV,7390,7405
36806,2023121400105,T001FRV,8530,9100
36814,2024011300109,T001FRV,7690,8030
36821,2023011000108,T001FRV,9730,10155
36830,2021111800108,T001FRV,8770,9500
36842,2021052500104,T001LEFT,7235,7425
36843,2021052500104,T001FRV,7430,7730
36853,2022052700103,T001FRV,6450,6510
36857,2022052700103,T001FRV,6850,7320
36872,2022120300102,T001FRV,13640,13760
36874,2024010700105,T001FRV,6715,7095
36875,2022111000105,T001FRV,17680,18215
36879,2021121300106,T001FRV,12440,13355
36885,2023051600107,T001FRV,8300,8985
36897,2023051600107,T001FRV,7505,8545
36907,2024012300101,T001FL,6135,6435
36908,2024012300101,T001BACK,6560,6615
36909,2023120900105,T001FRV,8655,9280
36913,2023120900105,T001FRV,6130,6810
36914,2023120900105,T001BACK,7290,7585
36915,2023120900105,T001FRV,8655,8680
36937,2023020600101,T001FRV,6525,6645
36949,2023020600101,T001FRV,7170,7755
36960,2023011300107,T001FRV,12010,12610
36966,2023121600102,T001FRV,7795,8545
36977,2023121600102,T001FRV,6935,8040
36989,2023011000108,T001FRV,8620,9090
36993,2023011000108,T001FRV,9730,9805
36994,2022040100105,T001FRV,17285,17905
36995,2022040100105,T001LEFT,17910,18040
36996,2023120500102,T001FRV,6370,6685
37007,2024020600107,T001FRV,6500,6605
37008,2024020600107,T001FRV,7585,7640
37012,2021110900106,T001FRV,6585,7555
37023,2023010400107,T001FRV,6685,7695
37025,2023010400107,T001FRV,7450,8120
37037,2023011400102,T001FR,9290,10090
37038,2023011400102,T001FR,10430,10550
37047,2023011400102,T001FR,9055,9515
37049,2023012800106,T001FRV,11700,12220
37050,2023012800106,T001FRV,12225,12235
37055,2022093000107,T001FRV,6950,7070
37066,2023061000108,T001FR,6750,7420
37067,2023061000108,T001FR,7425,7510
37070,2023051700104,T001FRV,5905,6150
37074,2021110800104,T001FR,7250,7380
37076,2021110800104,T001FR,7385,7775
37077,2021110800104,T001FR,7780,7905
37081,2023110300101,T001FRV,6070,6605
37083,2023110300101,T001FRV,7280,7875
37089,2022122000103,T001FR,14095,14135
37092,2022122000103,T001FR,14140,14600
37094,2022122000103,T001FR,14605,14630
37099,2022122000103,T001FR,11210,11990
37100,2022122000103,T001FR,11995,12150
37104,2021100100106,T001FR,6400,7200
37106,2021100100106,T001FR,7205,7220
37112,2024020400109,T001FRV,6370,6560
37114,2024020400109,T001FRV,7250,7990
37120,2022082000108,T001LEFT,6510,6765
37122,2022082000108,T001FR,7865,7945
37128,2021112500106,T001FRV,11770,12455
37132,2021112500106,T001FRV,10335,10465
37133,2021112500106,T001FRV,11100,11295
37134,2021112500106,T001FRV,11770,11910
37137,2023051700104,T001FRV,6270,6455
37139,2022062400102,T001FRV,17440,17955
37149,2022062400102,T001FRV,17450,17455
37155,2022050300104,T001FR,7300,7775
37156,2022050300104,T001FR,7780,7790
37160,2022022700101,T001DRONE,8305,9045
37163,2022022700101,T001FR,9050,9170
37174,2022022700101,T001FR,7940,8230
37175,2022022700101,T001DRONE,8235,8600
37177,2022022700101,T001LEFT,6930,7080
37182,2022022700101,T001DRONE,7085,7410
37184,2022022700101,T001FR,7415,7685
37186,2022022700101,T001FR,7940,8175
37208,2024010700106,T001FRV,6395,7470
37211,2024010700106,T001FRV,7265,8070
37212,2024010700106,T001FRV,8075,8210
37213,2022122500105,T001FRV,9210,9410
37214,2022122500105,T001FRV,9580,9760
37220,2022122500105,T001FRV,8350,8740
37227,2023092600102,T001FRV,6110,6715
37232,2021120500105,T001FRV,7430,7840
37236,2021120500105,T001FRV,8040,8310
37237,2023091700105,T001FRV,5910,6110
37238,2023091700105,T001DRONE,6115,6525
37245,2024020100101,T001FRV,6300,6630
37250,2024020100101,T001FLV,5985,6205
37253,2022040800103,T001FRV,6770,7190
37261,2022040800103,T001FRV,7960,8005
37274,2023022600105,T001FRV,8465,9185
37283,2023022600105,T001FRV,5925,6365
37291,2023090100106,T001FRV,6965,7480
37296,2023090100106,T001FRV,7905,8090
37300,2023090100106,T001FRV,6275,6570
37304,2023090100106,T001FRV,7105,7210
37311,2023090100106,T001LEFT,9395,9495
37313,2023090100106,T001FRV,9500,10175
37317,2023090100106,T001FRV,7995,8090
37318,2023090100106,T001FRV,8240,8530
37324,2023090100106,T001LEFT,9240,9390
37345,2022121000104,T001FRV,8640,9020
37346,2022121000104,T001FRV,8330,8515
37411,2022022000107,T001FR,15380,15715
37419,2022022000107,T001FR,13780,13990
37426,2022022000107,T001FR,14785,15050
37427,2022022000107,T001FR,15375,15385
37463,2022022000107,T001FRV,12510,12680
37474,2023012200101,T001FRV,11305,11500
37475,2023012200101,T001FR,11600,11640
37476,2023012200101,T001FRV,11645,11910
37496,2023062300102,T001FRV,6150,6640
37512,2023102800102,T001FRV,5990,6100
37514,2023102800102,T001FR,6240,6455
37567,2022050300107,T001FLV,21690,22150
37568,2022050300107,T001FRV,16900,17750
37577,2022050300107,T001FLV,21900,22260
37578,2022050300107,T001FRV,22265,22575
37581,2022050300107,T001FRV,23195,23270
37583,2022050300107,T001FRV,19300,19595
37584,2022050300107,T001LEFT,19605,19710
37585,2022050300107,T001FRV,19715,19995
37589,2021060400106,T001FRV,9590,10260
37594,2021060400106,T001FLV,8270,8520
37595,2021060400106,T001FRV,8525,8965
37600,2021060400106,T001FRV,9590,9640
37612,2021111300105,T001FRV,16890,17315
37623,2021102600107,T001FRV,7850,7970
37624,2021102600107,T001FR,7975,8410
37631,2023120700104,T001FR,6455,6695
37680,2024021600104,T001FRV,7370,7510
37681,2024021600104,T001FRV,7695,7970
37719,2022122400106,T001FLV,7220,7300
37720,2022122400106,T001FRV,7640,7785
37728,2022122400106,T001FRV,8605,8815
37734,2022061700101,T001FRV,15315,16110
37737,2022061700101,T001FRV,16675,16770
37740,2022061700101,T001FRV,17730,17925
37742,2022061700101,T001FRV,18110,18500
37749,2022061700101,T001FL,17730,18815
37756,2022060900105,T001FRV,9485,9820
37764,2022090800106,T001FRV,7530,7950
37768,2022090800106,T001FRV,6565,6905
37776,2022090800106,T001FRV,7530,7545
38889,2021112700102,T001FR,7790,8455
38893,2021112700102,T001LEFT,9035,9090
38901,2021041700101,T001FRV,8285,8980
38907,2021041700101,T001FRV,7290,7800
38912,2021041700101,T001FRV,8550,8580
38943,2021051500105,T001FLV,7210,8095
38947,2021051500105,T001FLV,6845,7505
38978,2022091800109,T001DRONE,14650,14845
38992,2023112000101,T001FRV,6435,7300
38996,2023112500106,T001FRV,7435,8970
39001,2023112500106,T001FRV,8970,8970
39209,2023090200107,T001FRV,6125,6245
39210,2023090200107,T001LEFT,6250,6480
39211,2023090200107,T001FRV,6485,6775
39219,2021092300107,T001FRV,6555,6730
39220,2021092300107,T001FRV,6875,7340
39248,2021083000101,T001FRV,7420,8350
39272,2022061700104,T001FRV,7465,8315
39288,2022061700104,T001FRV,6490,7030
39292,2022061700104,T001FRV,7680,7760
39299,2022013000101,T001DRONE,7255,7710
39311,2023060900103,T001FRV,7250,7835
39356,2021082100102,T001FRV,7330,7710
39361,2021082100102,T001FRV,8520,8600
39411,2022062600101,T001LEFT,14415,15170
39473,2023122600107,T001FR,6000,6430
39476,2023122600107,T001FR,7800,8295
39480,2023122600107,T001BACK,7130,7345
39481,2023122600107,T001FR,7820,8035
39482,2021121900107,T001FRV,19180,19975
39486,2023111900104,T001DRONE,6185,6320
39487,2023111900104,T001FRV,6325,6530
39489,2023111900104,T001DRONE,8385,8860
39493,2023121300108,T001FRV,5955,6055
39494,2023121300108,T001LEFT,6060,6260
39495,2023121300108,T001FRV,6265,6505
39500,2023012800107,T001FRV,7760,8010
39502,2023012800107,T001FRV,8185,8360
39510,2023052600102,T001FRV,6010,6530
39511,2023052600102,T001FRV,6305,7050
39516,2023121700108,T001FRV,6715,7300
39520,2022010200108,T001DRONE,11545,12020
39525,2022010200108,T001DRONE,12900,13060
40325,2022010200108,T001DRONE,13915,14400
40331,2022092000107,T001FRV,8645,9140
40337,2022092000107,T001FRV,7490,7795
40340,2022092000107,T001FRV,7975,8090
40352,2022110700101,T001FRV,5345,5455
40353,2022110700101,T001FRV,5620,6050
40357,2022102800106,T001FR,6110,6270
40362,2022102800106,T001BACK,6755,6920
40363,2022102800106,T001FR,6925,7265
40367,2021100100102,T001FR,10325,10790
40371,2023120500103,T001FRV,6235,6545
40375,2021110200108,T001FR,10525,10560
40376,2021101900108,T001FRV,10810,11490
40380,2022101100108,T001FRV,13025,13135
40381,2022101100108,T001FR,13140,13400
40382,2022101100108,T001FR,13630,13670
40383,2021121600105,T001BACK,8665,8870
40384,2021121600105,T001BACK,8935,9000
40385,2021121600105,T001FR,9005,9250
40387,2021121600105,T001BACK,10015,10095
40391,2024021900107,T001FRV,6340,7000
40397,2024021900107,T001FRV,7715,7830
40422,2024011400104,T001DRONE,6730,7270
40431,2024011400104,T001DRONE,7705,8350
40436,2023083000108,T001FRV,7685,7930
40437,2023083000108,T001FR,7935,8105
40452,2021112200105,T001FRV,8255,8985
40460,2021112200105,T001FRV,7695,7755
40463,2021112200105,T001FRV,8505,8550
40465,2023123100108,T001DRONE,6430,6785
40472,2021112700105,T001FRV,8565,9105
40481,2021112700105,T001FRV,10105,10535
40486,2021112700105,T001FRV,10085,10200
40497,2023021200109,T001FRV,5875,6255
40501,2023021200109,T001FRV,6590,7255
41202,2023011800106,T001FRV,8270,8855
